,Month,Hour,"Solar Radiation, W/m^2, #16 - Between Tahir and SICS","Temperature, *C, #16 - Between Tahir and SICS","RH, %, #16 - Between Tahir and SICS","Dew Point, *C, #16 - Between Tahir and SICS","Wind Speed, m/s, #16 - Between Tahir and SICS","Gust Speed, m/s, #16 - Between Tahir and SICS","Wind Direction, *, #16 - Between Tahir and SICS"
90,4,18,12.72371795,29.1654,77.56161111,24.72717222,0.620166667,1.196388889,230.4816667
91,4,19,1.026923077,28.78789444,79.13222222,24.73128889,0.499666667,1.018777778,233.2155556
92,4,20,1.0,28.50447222,81.32016667,24.95252778,0.5155,1.0305,233.7994444
93,4,21,1.0,28.22484444,82.75333333,24.99527222,0.508,0.999888889,229.5344444
94,4,22,1.0,27.95798889,84.042,24.99793333,0.473666667,0.937111111,241.4933333
95,4,23,1.0,27.80551111,85.27416667,25.098,0.459555556,0.896833333,238.9005556
96,5,0,1.0,28.02306452,84.51989247,25.19195699,0.350806452,0.69811828,239.5478495
97,5,1,1.0,27.81123656,85.32795699,25.14473118,0.345752688,0.690752688,234.5741935
98,5,2,1.0,27.59180645,85.80698925,25.02252688,0.320752688,0.655053763,228.9994624
99,5,3,1.0,27.35494086,87.13139785,25.0465914,0.325215054,0.650537634,236.8532258
100,5,4,1.0,27.22224194,87.90075269,25.06267742,0.281075269,0.569623656,236.7360215
101,5,5,1.0,27.17776882,88.17537634,25.07232258,0.28655914,0.578763441,232.9693548
102,5,6,1.015,27.13395699,88.49677419,25.09077419,0.301075269,0.602150538,226.3774194
103,5,7,13.53,27.31692473,88.15306452,25.20544086,0.315913978,0.652473118,225.6182796
104,5,8,43.59777778,27.98815591,86.26666667,25.49624731,0.481021505,0.963924731,212.5844086
105,5,9,78.04833333,28.74119355,83.00688172,25.57399462,0.569677419,1.135483871,201.7596774
106,5,10,100.9255556,29.31381183,79.75870968,25.44243548,0.718655914,1.387150538,203.9446237
107,5,11,294.6716667,29.98774194,76.96349462,25.4754086,0.690967742,1.354731183,200.766129
108,5,12,244.2172222,30.19980108,75.18102151,25.24655376,0.722043011,1.384032258,199.7607527
109,5,13,237.6733333,30.35148387,74.1172043,25.13634409,0.743225806,1.427204301,186.1129032
110,5,14,164.065,30.04965591,74.66467742,24.95630645,0.718548387,1.398924731,191.744086
111,5,15,130.7027778,29.89273656,75.16317204,24.93259677,0.714408602,1.386935484,189.9387097
112,5,16,84.69712644,29.82466667,76.07311111,25.07798889,0.6335,1.229388889,196.2288889
113,5,17,41.25977011,29.48489444,77.25194444,25.04014444,0.587222222,1.186111111,213.435
114,5,18,13.52011494,29.10461111,78.42316667,24.94231667,0.503833333,1.0155,224.475
115,5,19,1.097126437,28.70838333,80.18683333,24.95123333,0.377333333,0.777055556,227.2283333
116,5,20,1.0,28.42421667,82.22211111,25.11001667,0.390333333,0.817777778,221.8844444
117,5,21,1.0,28.21658889,83.16672222,25.09998889,0.342722222,0.705444444,231.1755556
118,5,22,1.0,28.12719444,83.88916667,25.1614,0.348555556,0.716277778,237.6661111
119,5,23,1.0,28.00534444,84.79377778,25.2245,0.352166667,0.701611111,238.4794444
120,6,0,1.0,27.73476437,85.94,25.18437356,0.377471264,0.775747126,227.7482759
121,6,1,1.0,27.63854598,86.55126437,25.2115977,0.375632184,0.772241379,230.8678161
122,6,2,1.0,27.53044828,86.8658046,25.16464368,0.33954023,0.69454023,222.9172414
123,6,3,1.0,27.42496552,86.94241379,25.07376437,0.303218391,0.630172414,222.8235632
124,6,4,1.0,27.38223563,87.05597701,25.05371839,0.321494253,0.666781609,221.9741379
125,6,5,1.0,27.33413218,87.51827586,25.09701149,0.302643678,0.637126437,229.408046
126,6,6,1.001785714,27.24847126,87.88798851,25.08111494,0.294425287,0.615172414,224.1385057
127,6,7,10.66428571,27.35656897,87.70137931,25.14313793,0.369310345,0.755747126,224.2304598
128,6,8,40.1375,28.0374023,85.71316092,25.42425862,0.495402299,0.988735632,220.1224138
129,6,9,77.34702381,28.60127586,82.77793103,25.36395977,0.655862069,1.279195402,209.4408046
130,6,10,103.3928571,28.85960345,81.41086207,25.31386782,0.665862069,1.297471264,200.2183908
131,6,11,245.0636905,29.3055,79.42235632,25.30891954,0.690804598,1.408850575,199.4873563
132,6,12,232.6714286,29.83654023,76.63235632,25.19254023,0.725804598,1.422586207,196.7436782
133,6,13,232.2660714,30.18837356,74.6891954,25.09964368,0.795574713,1.514425287,189.8844828
134,6,14,173.9160714,30.28691379,74.70373563,25.23217816,0.730114943,1.406609195,191.8442529
135,6,15,130.2202381,29.91834483,75.21252874,24.98075862,0.705229885,1.36045977,188.3827586
136,6,16,85.48928571,29.56206322,76.44442529,24.88429885,0.602126437,1.190057471,193.6247126
137,6,17,37.78511905,29.20034483,78.00724138,24.88503448,0.580517241,1.160402299,207.7833333
138,6,18,12.83392857,28.82502299,79.61649425,24.89051149,0.471091954,0.986149425,222.2781609
139,6,19,1.098809524,28.2905,82.485,24.98688095,0.457586207,0.958103448,230.4287356
140,6,20,1.0,28.04552874,84.13787356,25.10833525,0.428390805,0.87862069,230.9597701
141,6,21,1.0,27.90542529,85.11563218,25.17272989,0.448103448,0.910229885,228.1454023
142,6,22,1.0,27.86237931,85.25954023,25.1658046,0.446896552,0.910057471,228.5431034
143,6,23,1.0,27.74695402,85.70655172,25.14197701,0.406551724,0.845632184,234.1591954
144,7,0,1.0,27.7169,82.7305,24.50684444,0.435444444,0.912666667,251.1416667
145,7,1,1.0,27.57686667,83.65061111,24.55572222,0.441777778,0.896944444,245.3722222
146,7,2,1.0,27.45235556,84.23944444,24.55542778,0.453777778,0.914055556,241.5311111
147,7,3,1.0,27.28580556,85.08238889,24.56312778,0.421444444,0.852333333,254.2722222
148,7,4,1.0,27.16811111,85.63305556,24.55603333,0.394,0.810444444,253.9233333
149,7,5,1.0,27.11176667,85.94705556,24.56082778,0.437444444,0.883555556,246.3733333
150,7,6,1.001190476,27.08019444,86.19694444,24.57658889,0.416222222,0.861,252.9916667
151,7,7,14.7125,27.11467778,86.232,24.61403333,0.417444444,0.872611111,250.9961111
152,7,8,49.07380952,27.76028333,84.17977778,24.83418889,0.547166667,1.115777778,234.7733333
153,7,9,84.33988095,28.46268333,81.27583333,24.92018333,0.665833333,1.346666667,223.7744444
154,7,10,105.560119,29.1144,78.52505556,24.97073333,0.6895,1.417833333,214.845
155,7,11,308.5511905,29.84757222,74.84083333,24.84593974,0.702111111,1.433,206.9655556
156,7,12,373.5797619,30.30546111,71.75705556,24.56929885,0.797,1.604444444,201.3683333
157,7,13,229.2702381,30.46286111,70.89111111,24.48372778,0.871111111,1.706166667,191.5133333
158,7,14,133.3392857,30.26196111,71.48166667,24.39255556,0.843722222,1.623833333,184.1238889
159,7,15,113.0589286,29.88624444,72.35166667,24.19879444,0.7365,1.453888889,192.1416667
160,7,16,96.075,29.86373333,71.57155556,23.99956111,0.660944444,1.340555556,199.0311111
161,7,17,45.33035714,29.63554444,72.10888889,23.95332778,0.5715,1.191888889,209.7688889
162,7,18,15.89761905,29.06435,74.56861111,23.99766667,0.513,1.079833333,218.8394444
163,7,19,1.210714286,28.58306667,77.12911111,24.12565,0.4585,0.977111111,226.4383333
164,7,20,1.0,28.31318333,78.7745,24.22501667,0.427388889,0.917388889,231.5755556
165,7,21,1.0,28.10415,80.11588889,24.31376111,0.457333333,0.950611111,239.0455556
166,7,22,1.0,27.94081111,80.93455556,24.3345,0.469166667,0.978388889,244.4572222
167,7,23,1.0,27.78875,81.78022222,24.3734,0.400111111,0.848722222,245.7144444
168,8,0,1.0,27.65301111,83.71083333,24.64960556,0.536111111,1.055111111,246.1472222
169,8,1,1.0,27.4739,84.73644444,24.68268889,0.560166667,1.076,247.6072222
170,8,2,1.0,27.30770556,85.55616667,24.68341111,0.575222222,1.096388889,248.4438889
171,8,3,1.0,27.05950556,86.54483333,24.6296,0.521111111,1.030388889,247.4933333
172,8,4,1.0,26.98787778,87.13266667,24.67475,0.449777778,0.894777778,247.2111111
173,8,5,1.0,26.96789444,87.436,24.71502778,0.423166667,0.884222222,246.5872222
174,8,6,1.001724138,26.98381111,87.2555,24.69483333,0.381166667,0.816611111,248.8866667
175,8,7,10.58678161,27.02817778,87.43333333,24.77230556,0.388666667,0.817055556,232.2577778
176,8,8,48.13908046,27.66770556,85.88444444,25.09645,0.519666667,1.082777778,227.9455556
177,8,9,111.862069,28.41442222,82.676,25.17884444,0.687166667,1.367444444,226.1438889
178,8,10,109.812069,28.97967778,79.30061111,25.00388333,0.719166667,1.432611111,207.2605556
179,8,11,260.0683908,29.60253333,75.63433333,24.75232222,0.747388889,1.4765,206.5288889
180,8,12,475.8258621,30.35762778,72.23516667,24.67608333,0.709611111,1.437388889,202.1777778
181,8,13,397.4454023,30.67007778,70.61333333,24.56885,0.766777778,1.525833333,193.8027778
182,8,14,231.9385057,30.78937222,70.1345,24.56308889,0.749,1.509,187.04
183,8,15,223.554023,30.67807778,68.93288889,24.18697778,0.807777778,1.580777778,180.8777778
184,8,16,145.4287356,30.32165556,70.5015,24.23455556,0.791555556,1.548888889,193.3038889
185,8,17,53.35632184,29.85856111,71.58933333,24.06473333,0.722,1.430111111,202.2672222
186,8,18,16.40574713,29.21366111,74.07655556,24.05081111,0.662777778,1.3365,219.48
187,8,19,1.19137931,28.65164444,76.82033333,24.1276,0.527833333,1.113944444,226.2216667
188,8,20,1.0,28.37014444,78.69388889,24.29063333,0.523555556,1.082388889,242.5166667
189,8,21,1.0,28.12612778,80.84672222,24.52853889,0.504944444,1.044111111,245.7422222
190,8,22,1.0,27.9543,81.64211111,24.52801429,0.505388889,1.040611111,244.1094444
191,8,23,1.0,27.8355,82.19,24.52463218,0.530666667,1.055611111,248.7955556
192,9,0,1.0,27.48646552,84.39477011,24.62652976,0.476781609,0.950747126,248.6833333
193,9,1,1.0,27.33190805,85.4187931,24.67920238,0.502471264,0.956896552,246.4643678
194,9,2,1.0,27.1622931,86.03005747,24.63178571,0.514367816,0.984942529,244.3028736
195,9,3,1.0,26.97572414,86.7608046,24.59057738,0.518563218,0.98,242.4051724
196,9,4,1.0,26.80927011,87.5391954,24.57926786,0.487931034,0.922126437,241.7965517
197,9,5,1.0,26.6965977,88.10252874,24.57476786,0.460747126,0.87454023,244.3913793
198,9,6,1.008045977,26.58779885,88.94218391,24.64498148,0.384885057,0.760747126,246.5482759
199,9,7,14.39425287,26.78176437,88.7695977,24.79197353,0.403505747,0.812701149,245.7402299
200,9,8,55.16896552,27.50379885,86.77172414,25.1149023,0.55183908,1.082068966,235.5655172
201,9,9,106.8264368,28.43078736,82.67028736,25.19199425,0.67362069,1.320057471,225.9258621
202,9,10,140.3724138,29.0864023,78.94603448,25.03441379,0.667241379,1.308850575,215.0706897
203,9,11,180.6172414,29.75885057,75.67793103,24.93371839,0.71091954,1.408735632,201.7402299
204,9,12,336.7770115,30.10044828,73.14626437,24.63514368,0.76637931,1.488505747,203.3362069
205,9,13,385.5741379,30.3384023,71.98247126,24.54624713,0.906206897,1.689655172,198.0028736
206,9,14,373.0902299,30.79693678,70.31063218,24.58871839,0.800574713,1.564597701,192.2609195
207,9,15,289.1,30.56837356,70.04632184,24.29432184,0.839942529,1.616206897,197.2310345
208,9,16,178.6942529,30.37622414,70.53235632,24.26340805,0.829310345,1.606149425,215.8844828
209,9,17,50.9591954,29.56098851,73.72770115,24.26,0.728850575,1.420114943,217.0166667
210,9,18,13.77356322,29.09485632,75.80890805,24.31221264,0.607183908,1.236206897,226.4
211,9,19,1.045402299,28.49667241,78.83,24.40884483,0.566954023,1.128333333,236.7810345
212,9,20,1.0,28.18250575,80.73241379,24.52018391,0.495229885,1.012413793,244.9281609
213,9,21,1.0,28.02151724,81.70408046,24.57603448,0.534597701,1.077586207,241.0229885
214,9,22,1.0,27.79584483,82.83833333,24.59737931,0.545172414,1.078563218,237.9787356
215,9,23,1.0,27.62047701,83.85643678,24.63921264,0.530114943,1.028965517,243.9873563
216,10,0,1.0,27.18678333,87.11677778,24.85609444,0.344444444,0.695944444,229.2161111
217,10,1,1.0,27.02479444,87.62688889,24.79837778,0.297111111,0.62,226.3283333
218,10,2,1.0,26.85467222,88.12877778,24.73055,0.288277778,0.590277778,228.5338889
219,10,3,1.0,26.67,88.60711111,24.64398333,0.289,0.605722222,230.4677778
220,10,4,1.0,26.56353889,89.10266667,24.6359589,0.292,0.593888889,222.2272222
221,10,5,1.0,26.35178889,89.89822222,24.5804023,0.258222222,0.526611111,236.2472222
222,10,6,1.129885057,26.2789,90.34216667,24.59016092,0.233722222,0.488333333,244.8544444
223,10,7,19.26494253,26.58751667,89.53333333,24.74479885,0.273777778,0.563555556,242.305
224,10,8,53.09597701,27.48235,87.04811111,25.1507963,0.415833333,0.833666667,224.1461111
225,10,9,89.95574713,28.51626667,82.92338889,25.32933333,0.537777778,1.058666667,215.56
226,10,10,134.4448276,29.46816667,78.39244444,25.28413889,0.580944444,1.151277778,204.0677778
227,10,11,324.9511494,30.26611111,74.24588889,25.09618889,0.74,1.417833333,202.7094444
228,10,12,474.9672414,30.81202778,71.38666667,24.90835,0.785,1.511666667,198.9716667
229,10,13,388.2908046,30.82168333,71.39438889,24.86572222,0.742166667,1.435888889,205.3077778
230,10,14,320.4206897,30.51135,72.11622222,24.75952222,0.856,1.621055556,202.1555556
231,10,15,234.2522989,30.19402222,73.12477778,24.70941667,0.688222222,1.370444444,210.8216667
232,10,16,121.4431034,29.76334444,74.3655,24.60106667,0.711222222,1.371277778,204.9155556
233,10,17,38.23103448,29.10922778,76.72722222,24.52777778,0.796277778,1.483555556,219.505
234,10,18,9.205172414,28.64265,78.77672222,24.52791111,0.676055556,1.269388889,232.7733333
235,10,19,1.033333333,28.15914444,81.43116667,24.62847222,0.522444444,1.009944444,234.5116667
236,10,20,1.0,27.95182778,82.58477778,24.66612778,0.4615,0.904,231.0988889
237,10,21,1.0,27.72292778,83.97261111,24.74210458,0.437,0.873888889,235.5
238,10,22,1.0,27.52731667,84.993,24.77155747,0.397666667,0.791555556,236.2261111
239,10,23,1.0,27.40250556,86.02261111,24.86024138,0.406666667,0.814944444,238.98
240,11,0,1.0,27.52922727,85.02287879,24.77990909,0.617272727,1.206212121,244.4924242
241,11,1,1.0,27.38295455,85.71106061,24.77484848,0.551363636,1.06969697,241.719697
242,11,2,1.0,27.16748485,86.63651515,24.74707576,0.499090909,0.978939394,242.4545455
243,11,3,1.0,27.02509091,87.19227273,24.7124697,0.48,0.966363636,244.3060606
244,11,4,1.0,26.90907576,87.86393939,24.72771212,0.558484848,1.077424242,242.1909091
245,11,5,1.0,26.80481818,88.82742424,24.81401515,0.568939394,1.104393939,241.9348485
246,11,6,1.010606061,26.75975758,89.25212121,24.85087879,0.541212121,1.057272727,229.0272727
247,11,7,12.97272727,26.8734697,89.25454545,24.9669697,0.408181818,0.848636364,228.6439394
248,11,8,48.05454545,27.64280303,87.07863636,25.29089394,0.514545455,1.038333333,225.5939394
249,11,9,78.31666667,28.33384848,83.86151515,25.31692424,0.622727273,1.245,228.9530303
250,11,10,106.6954545,29.02242424,80.23757576,25.21369697,0.723333333,1.452121212,237.2515152
251,11,11,252.1060606,29.77239394,76.59515152,25.11351515,0.695454545,1.386515152,222.4772727
252,11,12,335.4318182,30.26356061,74.38454545,25.01459091,0.687878788,1.358939394,214.5348485
253,11,13,278.8439394,30.13183333,75.62469697,25.13209091,0.685606061,1.379242424,217.4318182
254,11,14,261.0651515,30.2625,75.53606061,25.23906061,0.643181818,1.291060606,211.0212121
255,11,15,224.580303,30.2824697,73.38863636,24.7704697,0.850454545,1.651969697,213.1969697
256,11,16,141.7242424,29.7805,74.48121212,24.47757576,0.88530303,1.655606061,208.2515152
257,11,17,62.46515152,29.7245,73.9130303,24.34057576,0.748636364,1.426363636,220.0151515
258,11,18,17.91818182,29.28104545,75.50893939,24.35081818,0.667121212,1.327272727,226.8181818
259,11,19,1.234848485,28.60371212,79.23924242,24.57262121,0.547727273,1.063181818,230.8181818
260,11,20,1.0,28.08698485,82.45666667,24.74968182,0.551515152,1.095909091,236.519697
261,11,21,1.0,27.81733333,84.68666667,24.96390909,0.595454545,1.190757576,253.5878788
262,11,22,1.0,27.62628788,85.55409091,24.95151515,0.516363636,1.051666667,251.2121212
263,11,23,1.0,27.41725758,86.41,24.91409091,0.563939394,1.140454545,252.6242424
264,12,0,1.0,26.16615556,90.02272222,24.38618333,0.459,0.967277778,233.1011111
265,12,1,1.0,25.99983333,90.83338889,24.37797778,0.430666667,0.9085,238.3338889
266,12,2,1.0,25.85719444,91.74388889,24.41341667,0.419888889,0.890277778,239.3261111
267,12,3,1.0,25.71644444,92.16377778,24.35439444,0.404888889,0.861555556,240.8111111
268,12,4,1.0,25.60515556,92.41883333,24.29278333,0.412777778,0.870944444,239.5044444
269,12,5,1.0,25.51279444,92.88688889,24.28533333,0.365333333,0.775722222,231.9744444
270,12,6,1.017857143,25.49412222,93.01927778,24.29044444,0.387666667,0.817888889,224.4688889
271,12,7,11.26785714,25.58237778,92.62594444,24.30536667,0.376111111,0.791222222,233.4722222
272,12,8,40.56547619,26.34154444,90.76977778,24.70733333,0.446444444,0.935444444,218.2066667
273,12,9,77.23809524,27.31803333,87.19566667,24.98026111,0.652611111,1.316888889,225.7572222
274,12,10,200.4267857,28.29265556,82.80472222,25.05317222,0.752222222,1.498666667,232.505
275,12,11,386.3107143,29.23420556,78.42694444,25.01677222,0.734222222,1.516277778,222.5188889
276,12,12,409.922619,29.75112222,75.76844444,24.89904444,0.749888889,1.508222222,222.1522222
277,12,13,328.6494048,29.80150556,75.59522222,24.89652778,0.769611111,1.512055556,212.6544444
278,12,14,285.8613095,29.67111667,75.65161111,24.77437778,0.746,1.4675,210.7572222
279,12,15,151.7190476,29.26583333,76.96722222,24.65558889,0.761944444,1.502722222,217.1994444
280,12,16,87.80059524,28.81793333,78.54305556,24.54947778,0.736888889,1.463,220.6111111
281,12,17,37.32857143,28.39477778,80.11555556,24.48822778,0.712833333,1.421666667,223.6888889
282,12,18,11.59761905,28.00971667,81.61205556,24.46282778,0.606055556,1.244777778,232.4777778
283,12,19,1.08452381,27.45995556,83.78872222,24.40764444,0.606555556,1.239277778,242.47
284,12,20,1.0,27.10337222,85.65905556,24.45678333,0.599777778,1.235,239.2661111
285,12,21,1.0,26.90046667,86.74188889,24.47932778,0.551944444,1.145166667,229.7177778
286,12,22,1.0,26.68122222,88.0645,24.52879444,0.5575,1.145777778,229.3227778
287,12,23,1.0,26.4994,88.93411111,24.52117222,0.509222222,1.044055556,234.8733333
