,Month,Hour,"Solar Radiation, W/m^2, #04 - Between E4 & E4A","Temperature, *C, #04 - Between E4 & E4A","RH, %, #04 - Between E4 & E4A","Dew Point, *C, #04 - Between E4 & E4A","Wind Speed, m/s, #04 - Between E4 & E4A","Gust Speed, m/s, #04 - Between E4 & E4A","Wind Direction, *, #04 - Between E4 & E4A"
66,3,18,9.247619048,29.18219892,77.39360215,24.70430108,0.617096774,1.17983871,134.9048387
67,3,19,1.189880952,28.6772043,79.55946237,24.7091828,0.680698925,1.27155914,145.366129
68,3,20,1.031547619,28.22925806,81.74596774,24.76291398,0.759354839,1.37811828,153.4591398
69,3,21,1.036309524,27.8921828,83.88435484,24.89969355,0.763709677,1.383548387,162.5252688
70,3,22,1.028571429,27.6759086,85.35521505,24.99548387,0.617956989,1.153225806,163.0833333
71,3,23,1.027380952,27.50293548,86.45145161,25.04713978,0.567096774,1.057526882,156.6833333
72,4,0,1.027777778,27.60910556,88.14022222,25.47191667,0.285555556,0.565111111,135.9955556
73,4,1,1.028472222,27.43172222,88.76505556,25.41773333,0.295,0.583277778,138.77
74,4,2,1.024305556,27.26765,89.2545,25.35345556,0.288333333,0.563555556,131.3894444
75,4,3,1.027083333,27.14846111,89.6845,25.32262222,0.290444444,0.566055556,129.3788889
76,4,4,1.027083333,27.01058889,90.215,25.28855,0.281444444,0.547777778,124.1627778
77,4,5,1.030555556,26.8593,90.83922222,25.25374444,0.227555556,0.465888889,126.3344444
78,4,6,1.146527778,26.78718889,91.02338889,25.21773889,0.219444444,0.4285,113.1111111
79,4,7,9.391666667,26.82078889,91.01022222,25.25018889,0.270222222,0.508055556,129.4488889
80,4,8,46.45347222,27.43117778,88.97311111,25.46430556,0.373111111,0.732944444,140.3894444
81,4,9,123.6118056,28.61798333,84.0565,25.65324444,0.494055556,0.986444444,139.5605556
82,4,10,196.8576389,29.55937778,79.59838889,25.61957222,0.527833333,1.055944444,140.7183333
83,4,11,380.7444444,30.51087222,75.58855556,25.61711111,0.411944444,0.874611111,132.0894444
84,4,12,335.0520833,31.20201111,72.62427778,25.59931111,0.463555556,0.956166667,127.8122222
85,4,13,283.4618056,31.16505556,72.79855556,25.57668889,0.464777778,0.969555556,122.1911111
86,4,14,228.6576389,30.97356111,72.94266667,25.37731111,0.495611111,1.022833333,121.2122222
87,4,15,95.90555556,30.36495,75.13788889,25.26961667,0.511666667,1.028833333,128.5477778
88,4,16,45.50416667,29.83373889,76.35866667,25.0473,0.516166667,1.014833333,131.1944444
89,4,17,26.3375,29.43017222,77.13327778,24.84455556,0.5085,1.0075,128.94
90,4,18,9.034722222,29.06352778,78.808,24.88882778,0.453055556,0.880111111,124.06
91,4,19,1.101388889,28.67772778,80.32044444,24.8667,0.548388889,0.993833333,129.7016667
92,4,20,1.039583333,28.34634444,82.68188889,25.07617222,0.581111111,1.015222222,137.2844444
93,4,21,1.035416667,28.07141111,84.28466667,25.15246111,0.458888889,0.849111111,133.5577778
94,4,22,1.029166667,27.83008333,85.72538889,25.20437778,0.401,0.748611111,137.9111111
95,4,23,1.041666667,27.71002222,86.80838889,25.30576111,0.375111111,0.691611111,145.0616667
96,5,0,1.071666667,27.84375269,85.05510753,25.12193011,0.15344086,0.350860215,109.9107527
97,5,1,1.071111111,27.66420968,85.79892473,25.09125806,0.153010753,0.347204301,105.7833333
98,5,2,1.073333333,27.48672043,86.37435484,25.02948925,0.160860215,0.367795699,112.0478495
99,5,3,1.071666667,27.22585484,87.62241935,25.01330645,0.158817204,0.336935484,102.2456989
100,5,4,1.07,27.1605,88.24586022,25.06830108,0.155376344,0.325698925,107.9586022
101,5,5,1.08,27.09373656,88.49639785,25.05185484,0.145698925,0.317365591,96.80806452
102,5,6,1.167222222,27.01373118,88.82526882,25.0347957,0.156612903,0.335752688,94.29462366
103,5,7,8.852777778,27.10447849,88.60747312,25.08344624,0.199354839,0.403225806,118.1306452
104,5,8,34.63055556,27.6832957,87.04102151,25.34575806,0.284623656,0.593763441,120.6973118
105,5,9,78.68611111,28.50917204,83.45709677,25.43465054,0.33327957,0.719086022,118.4510753
106,5,10,119.6866667,29.27287097,79.73741935,25.38777957,0.384462366,0.834623656,120.3193548
107,5,11,192.2605556,29.98801613,76.65736559,25.39780645,0.399032258,0.862473118,129.211828
108,5,12,369.9838889,30.58693011,74.15698925,25.37774731,0.399677419,0.851827957,121.5844086
109,5,13,379.77,31.03832258,72.57327957,25.41945161,0.427634409,0.889569892,126.961828
110,5,14,314.2077778,30.80806989,72.71155914,25.20969892,0.399354839,0.87311828,124.3510753
111,5,15,228.5238889,30.61825269,73.01048387,25.08969355,0.385053763,0.824354839,122.4145161
112,5,16,71.38388889,29.97681183,75.47129032,25.07509677,0.330537634,0.743763441,120.7112903
113,5,17,26.40777778,29.42371505,77.36397849,24.99734946,0.336827957,0.744086022,118.2844086
114,5,18,8.377222222,28.98688172,78.64145161,24.87124731,0.308602151,0.675107527,122.7516129
115,5,19,1.157777778,28.57334946,80.56602151,24.89113978,0.244086022,0.552580645,118.066129
116,5,20,1.087777778,28.28874194,82.52333333,25.03222043,0.208870968,0.493924731,125.4053763
117,5,21,1.1,28.08999462,83.29655914,24.99782796,0.174301075,0.401236559,110.9489247
118,5,22,1.08,27.99882796,84.24983871,25.10284409,0.175053763,0.40311828,114.2860215
119,5,23,1.073888889,27.87145699,85.06182796,25.14243548,0.141505376,0.356182796,97.08172043
120,6,0,1.068333333,27.62511111,86.34927778,25.15357778,0.170333333,0.403,97.89
121,6,1,1.067222222,27.49811111,87.00211111,25.15826111,0.148555556,0.362611111,92.08222222
122,6,2,1.067222222,27.41803333,87.30622222,25.13901667,0.153555556,0.363888889,87.94611111
123,6,3,1.068333333,27.34871111,87.24577778,25.05791667,0.150333333,0.370722222,94.81055556
124,6,4,1.07,27.25101111,87.54311111,25.01947778,0.153333333,0.371222222,91.43833333
125,6,5,1.065555556,27.19906667,87.90144444,25.0385,0.151888889,0.373055556,88.60555556
126,6,6,1.13,27.12597222,88.2695,25.03502222,0.124666667,0.327611111,91.28388889
127,6,7,7.755,27.19093889,88.06666667,25.05701667,0.146222222,0.374555556,106.0605556
128,6,8,34.24777778,27.80965,86.04622222,25.27148333,0.222333333,0.544111111,114.6138889
129,6,9,85.97722222,28.52095,82.64294444,25.26425,0.331944444,0.771,116.8733333
130,6,10,142.87,28.97815556,80.79205556,25.29269444,0.417055556,0.901388889,117.8394444
131,6,11,179.9138889,29.58478333,78.14922222,25.29246111,0.409,0.902222222,109.2483333
132,6,12,290.1355556,30.26597222,75.26005556,25.2936,0.465944444,0.969666667,126.5194444
133,6,13,338.1922222,30.97885,72.62822222,25.37775,0.494055556,1.008222222,122.4594444
134,6,14,313.8922222,31.26646667,71.79183333,25.48349444,0.446,0.923833333,121.4155556
135,6,15,193.1338889,30.73862778,72.73472222,25.18018889,0.425777778,0.906722222,104.8638889
136,6,16,82.61722222,30.03815,74.65361111,24.93279444,0.404611111,0.843111111,102.6405556
137,6,17,23.87722222,29.37812778,77.01244444,24.83786667,0.324055556,0.731055556,94.05666667
138,6,18,8.357222222,28.92804444,78.61711111,24.77847778,0.292777778,0.661,94.09944444
139,6,19,1.135555556,28.40410556,81.62011111,24.92721111,0.274777778,0.622722222,100.4894444
140,6,20,1.075,28.11635,83.41205556,25.03222778,0.260388889,0.586222222,107.5427778
141,6,21,1.077777778,27.95877778,84.52083333,25.10957222,0.219777778,0.523555556,105.6022222
142,6,22,1.063888889,27.87202778,85.02305556,25.12897778,0.209333333,0.501,101.0222222
143,6,23,1.068888889,27.75571111,85.48605556,25.10648889,0.192555556,0.457944444,106.1527778
144,7,0,1.061290323,27.66543011,82.9222043,24.49900538,0.174623656,0.437419355,151.9876344
145,7,1,1.060752688,27.5007957,83.93145161,24.54104301,0.175913978,0.433978495,157.216129
146,7,2,1.059139785,27.37033871,84.54580645,24.53930645,0.154623656,0.390752688,137.1930108
147,7,3,1.061827957,27.24642473,85.31924731,24.57180108,0.164623656,0.407849462,143.5543011
148,7,4,1.064516129,27.12318817,86.0027957,24.58337634,0.176129032,0.423602151,156.9397849
149,7,5,1.065053763,27.04204301,86.26758065,24.55362903,0.178172043,0.438387097,145.316129
150,7,6,1.103225806,26.97762903,86.56639785,24.54696774,0.182795699,0.42983871,150.3897849
151,7,7,7.908602151,26.94384946,86.86247312,24.56924731,0.205053763,0.470698925,150.5752688
152,7,8,33.70537634,27.48887634,84.94924731,24.72582796,0.333225806,0.733655914,150.5145161
153,7,9,88.58709677,28.35423656,81.34768817,24.83084946,0.432365591,0.930322581,131.7854839
154,7,10,143.9704301,29.09917742,78.1983871,24.88655376,0.496935484,1.057365591,120.0424731
155,7,11,193.7655914,29.80753226,74.53215054,24.74365054,0.463655914,1.020268817,121.5188172
156,7,12,392.6397849,30.59965591,70.92424731,24.63983871,0.480806452,1.027419355,127.0827957
157,7,13,425.4236559,31.13601075,69.19301075,24.70319355,0.512634409,1.078387097,123.0005376
158,7,14,410.9693548,31.27941398,69.0005914,24.72056989,0.49811828,1.038333333,121.988172
159,7,15,243.8123656,30.75764516,70.13349462,24.43906452,0.460591398,0.97672043,109.3919355
160,7,16,76.83602151,30.14643011,71.07155914,24.14069892,0.430215054,0.922365591,103.983871
161,7,17,27.64516129,29.6729086,71.88989247,23.93116129,0.381129032,0.847150538,108.6774194
162,7,18,10.15806452,29.14137634,74.12193548,23.97211828,0.380053763,0.808817204,110.3451613
163,7,19,1.273655914,28.64127957,76.70607527,24.09337097,0.332580645,0.734462366,120.5268817
164,7,20,1.070430108,28.345,78.63516129,24.22514516,0.269247312,0.616075269,125.1806452
165,7,21,1.080645161,28.1124086,80.01602151,24.29963441,0.258709677,0.599892473,128.9919355
166,7,22,1.064516129,27.92967742,81.07860215,24.35594086,0.207419355,0.506344086,149.6489247
167,7,23,1.069892473,27.76304839,81.96564516,24.38965054,0.150215054,0.394462366,141.1129032
168,8,0,1.058888889,27.67063441,83.78236559,24.68220968,0.163333333,0.411290323,149.0139785
169,8,1,1.050555556,27.51603226,84.90591398,24.75797312,0.168064516,0.440860215,155.8919355
170,8,2,1.051666667,27.34356989,85.76430108,24.75711828,0.185698925,0.454731183,150.5188172
171,8,3,1.05,27.09556989,86.81790323,24.71696237,0.204731183,0.474946237,153.5612903
172,8,4,1.043333333,26.98264516,87.48849462,24.73827419,0.200107527,0.482365591,154.9908602
173,8,5,1.051666667,26.94569892,87.75053763,24.75266129,0.170430108,0.42688172,149.3333333
174,8,6,1.102222222,26.94631183,87.58564516,24.72175269,0.155591398,0.384731183,154.9548387
175,8,7,7.403888889,26.93322581,87.89784946,24.76659677,0.173978495,0.41655914,155.8360215
176,8,8,32.56055556,27.40176882,86.68784946,24.98927957,0.313978495,0.678387097,142.105914
177,8,9,76.83833333,28.13354301,83.40365591,25.04277419,0.387204301,0.862204301,132.6564516
178,8,10,148.8311111,28.85150538,79.66532258,24.93977957,0.436989247,0.946075269,127.3053763
179,8,11,359.3055556,29.79658065,75.01698925,24.77264516,0.451935484,0.962096774,115.988172
180,8,12,412.5783333,30.67803226,71.13865591,24.69217204,0.462580645,0.971774194,104.4946237
181,8,13,411.7227778,31.14002688,69.27763441,24.65964516,0.482043011,1.000591398,113.927957
182,8,14,426.7983333,31.4731828,67.93446237,24.64225269,0.496935484,1.033225806,111.4758065
183,8,15,199.0333333,31.31404839,66.98532258,24.28109677,0.532150538,1.081989247,110.3741935
184,8,16,51.85777778,30.46060215,69.5838172,24.13533871,0.475322581,1.002311828,111.4080645
185,8,17,26.15055556,29.87418817,71.25080645,23.98465054,0.408817204,0.879946237,110.4451613
186,8,18,9.236666667,29.20610753,74.02602151,24.02061828,0.384731183,0.838924731,106.6989247
187,8,19,1.165,28.59082796,76.87688172,24.06730108,0.335967742,0.734623656,116.6586022
188,8,20,1.066111111,28.2757957,78.97215054,24.24357527,0.274193548,0.610053763,127.4607527
189,8,21,1.072222222,28.03175806,81.04650538,24.46638172,0.227419355,0.527311828,145.5887097
190,8,22,1.063333333,27.87968817,81.82301075,24.487599,0.195053763,0.480215054,148.8193548
191,8,23,1.057222222,27.71407527,82.58166667,24.47749444,0.183870968,0.454354839,160.7564516
192,9,0,1.041111111,27.38988889,84.91622222,24.62731609,0.184,0.425111111,136.3116667
193,9,1,1.023888889,27.26302778,85.77177778,24.67604598,0.14,0.357722222,124.8127778
194,9,2,1.03,27.09054444,86.43761111,24.63718966,0.162333333,0.379111111,127.3227778
195,9,3,1.036111111,26.93343333,87.0805,24.60718966,0.165,0.387055556,117.8416667
196,9,4,1.030555556,26.76143333,87.86933333,24.59320439,0.168666667,0.375444444,120.8888889
197,9,5,1.031111111,26.66506667,88.31272222,24.58440556,0.155222222,0.353555556,126.5677778
198,9,6,1.164444444,26.56034444,89.05155556,24.62303889,0.134777778,0.324833333,131.7022222
199,9,7,11.17833333,26.65603889,89.19783333,24.74722778,0.155666667,0.366166667,133.5961111
200,9,8,46.32888889,27.2971,87.14238889,24.98188333,0.239555556,0.534722222,129.7705556
201,9,9,124.0766667,28.28123889,82.91422222,25.08779444,0.328222222,0.743111111,124.8988889
202,9,10,224.07,29.14957778,78.67072222,25.01732222,0.361555556,0.808222222,108.325
203,9,11,312.7766667,30.03363333,74.64033333,24.94353333,0.389055556,0.858944444,110.6044444
204,9,12,301.5561111,30.40163333,72.37927778,24.71228333,0.405944444,0.872666667,107.4583333
205,9,13,269.8866667,30.64690556,71.37522222,24.67701111,0.424277778,0.923333333,106.6127778
206,9,14,283.4777778,31.01871111,69.77344444,24.66646111,0.442611111,0.944222222,104.5038889
207,9,15,99.19,30.55325556,69.78238889,24.21523889,0.443,0.954777778,107.1533333
208,9,16,59.47944444,30.20571667,70.88011111,24.19620556,0.447055556,0.964777778,101.8683333
209,9,17,27.39111111,29.56365,73.488,24.21576667,0.414222222,0.887166667,102.8688889
210,9,18,7.852222222,29.02669444,75.73616667,24.23911111,0.387722222,0.823833333,111.9761111
211,9,19,1.09,28.44569444,78.93977778,24.38708333,0.350944444,0.7475,125.0527778
212,9,20,1.048333333,28.12946667,80.80544444,24.48616667,0.293333333,0.658,141.5888889
213,9,21,1.051666667,27.95117222,81.83938889,24.54027778,0.242888889,0.554166667,130.3233333
214,9,22,1.031111111,27.73845556,83.09655556,24.59680556,0.226111111,0.511,132.2122222
215,9,23,1.030555556,27.53960556,84.20294444,24.63147222,0.186555556,0.437777778,133.2794444
216,10,0,1.018817204,27.07974731,87.53752688,24.83523118,0.173978495,0.37688172,116.9043011
217,10,1,1.022043011,26.97639785,88.01951613,24.82923118,0.165806452,0.35311828,112.1548387
218,10,2,1.028494624,26.83777957,88.34182796,24.75497849,0.135913978,0.300215054,102.5989247
219,10,3,1.024731183,26.66419355,88.6305914,24.64323656,0.145591398,0.315483871,96.42258065
220,10,4,1.026344086,26.49358065,89.36123656,24.61764516,0.147849462,0.314623656,93.59462366
221,10,5,1.016666667,26.36264516,89.96994624,24.60007385,0.122043011,0.273064516,87.94086022
222,10,6,1.356451613,26.30023656,90.20827957,24.58701667,0.109462366,0.250860215,86.45698925
223,10,7,13.98064516,26.42227419,89.65231183,24.60445556,0.098924731,0.230537634,92.60913978
224,10,8,80.70215054,27.27358602,86.86139785,24.91034946,0.156129032,0.36344086,104.8860215
225,10,9,191.0188172,28.55266667,82.16268817,25.19867204,0.239247312,0.550645161,116.1623656
226,10,10,273.9354839,29.56573656,77.65295699,25.20652151,0.248602151,0.584462366,112.1344086
227,10,11,371.8903226,30.54884409,73.23602151,25.12541398,0.321505376,0.722903226,113.2048387
228,10,12,229.8645161,30.99648925,70.9266129,24.97755376,0.359354839,0.79155914,111.4612903
229,10,13,164.0430108,30.85082258,71.46897849,24.93325806,0.368709677,0.796989247,114.1403226
230,10,14,132.0930108,30.51513441,72.47473118,24.84987634,0.373709677,0.818333333,111.1274194
231,10,15,89.28978495,30.13822581,73.49892473,24.75520968,0.341182796,0.753602151,108.7887097
232,10,16,44.34139785,29.65536022,74.76413978,24.59266667,0.287311828,0.643387097,96.89892473
233,10,17,20.78709677,29.10367742,76.75575269,24.52659677,0.261505376,0.589139785,106.6403226
234,10,18,5.540322581,28.60277419,78.99069892,24.53110753,0.227688172,0.532741935,116.2295699
235,10,19,1.065591398,28.10611828,81.70204301,24.63118817,0.210430108,0.47983871,112.3801075
236,10,20,1.025806452,27.86530645,82.7988172,24.62846237,0.213763441,0.453709677,113.7188172
237,10,21,1.035483871,27.6613871,84.27741935,24.74019355,0.226021505,0.484731183,122.2521505
238,10,22,1.022580645,27.47148387,85.42747312,24.78745161,0.206021505,0.435860215,119.0139785
239,10,23,1.025806452,27.34380645,86.37204301,24.85819892,0.183655914,0.410107527,112.2247312
240,11,0,1.016666667,26.91032778,88.31822222,24.81228889,0.287,0.590222222,149.9027778
241,11,1,1.019444444,26.78351667,88.72161111,24.76738889,0.260888889,0.543777778,138.0716667
242,11,2,1.022222222,26.62318889,89.348,24.73002222,0.232444444,0.486944444,131.5694444
243,11,3,1.016111111,26.50166667,89.85772222,24.70626667,0.198222222,0.414722222,121.1144444
244,11,4,1.015,26.38335556,90.355,24.68336667,0.207444444,0.420333333,125.6188889
245,11,5,1.015,26.29331111,90.94938889,24.70897778,0.231777778,0.471611111,125.08
246,11,6,1.321111111,26.21903333,91.42633333,24.7264,0.199888889,0.421777778,119.5227778
247,11,7,10.88277778,26.3078,91.19855556,24.77320556,0.184111111,0.396111111,124.4127778
248,11,8,62.26666667,27.07965556,88.61944444,25.04391111,0.242666667,0.544944444,122.8466667
249,11,9,194.5844444,28.32687222,83.83211111,25.31341111,0.317666667,0.720111111,127.2711111
250,11,10,299.3933333,29.27305,79.5135,25.31143333,0.422277778,0.927722222,131.3516667
251,11,11,231.3483333,29.96502778,75.64955556,25.12573333,0.360555556,0.812833333,131.3272222
252,11,12,175.5483333,30.26285556,73.98983333,24.99752778,0.343666667,0.772555556,115.6305556
253,11,13,130.9583333,30.00331667,75.41344444,25.02847778,0.372777778,0.8075,112.6994444
254,11,14,136.7383333,29.81109444,76.3725,25.02438333,0.403722222,0.856888889,126.5027778
255,11,15,99.63444444,29.65982222,76.77188889,24.96348333,0.418444444,0.889833333,122.9
256,11,16,49.52166667,29.0176,78.81661111,24.78423333,0.392333333,0.865,129.04
257,11,17,21.11666667,28.39176667,80.18733333,24.45912778,0.358777778,0.786555556,130.3988889
258,11,18,6.452222222,28.03261111,81.76094444,24.47516667,0.355222222,0.752166667,133.35
259,11,19,1.077777778,27.64640556,84.16722222,24.65142778,0.312111111,0.660111111,138.0844444
260,11,20,1.016666667,27.36456667,86.11583333,24.78855556,0.357888889,0.706833333,137.3294444
261,11,21,1.023333333,27.18635,87.65477778,24.93917778,0.372944444,0.739555556,152.9788889
262,11,22,1.017222222,27.06834444,88.39416667,24.9727,0.340555556,0.690388889,154.6005556
263,11,23,1.011666667,26.91638333,89.20616667,24.98227222,0.355222222,0.703888889,156.6966667
264,12,0,1.01827957,26.15519355,90.78795699,24.51791935,0.450430108,0.853978495,156.0989247
265,12,1,1.017204301,26.01082796,91.52876344,24.51850538,0.399892473,0.785053763,151.2892473
266,12,2,1.012903226,25.88956452,92.24897849,24.53760215,0.380107527,0.757419355,149.8344086
267,12,3,1.015591398,25.7402043,92.61725806,24.45930645,0.378924731,0.750860215,143.316129
268,12,4,1.013978495,25.63215054,92.88811828,24.40375806,0.317956989,0.67172043,147.7575269
269,12,5,1.016666667,25.54148925,93.14575269,24.36004301,0.299677419,0.61188172,145.7145161
270,12,6,1.090860215,25.48914516,93.35903226,24.34742473,0.324086022,0.623225806,136.933871
271,12,7,8.075806452,25.50098925,93.14080645,24.31931183,0.317096774,0.61983871,136.166129
272,12,8,36.08763441,26.16516667,91.20913978,24.6155,0.369892473,0.762688172,135.8790323
273,12,9,168.8596774,27.34546774,86.94596774,24.95697312,0.503924731,1.03516129,139.4795699
274,12,10,284.2725806,28.37404301,82.30489247,25.02209677,0.575430108,1.203172043,137.3263441
275,12,11,258.6876344,29.26416667,78.15123656,24.97962903,0.576612903,1.202634409,145.3193548
276,12,12,179.4150538,29.58910215,76.23005376,24.84522581,0.542526882,1.144623656,140.1537634
277,12,13,158.144086,29.70269355,75.96580645,24.87528495,0.500752688,1.048010753,128.8634409
278,12,14,140.8962366,29.67169355,75.73370968,24.76943548,0.567688172,1.139569892,133.6935484
279,12,15,85.31236559,29.24355376,77.5177957,24.72705914,0.584623656,1.162526882,138.1655914
280,12,16,43.40591398,28.66570968,79.42467742,24.58325269,0.564569892,1.130215054,139.7016129
281,12,17,19.63333333,28.24147849,81.04005376,24.53115054,0.539193548,1.083602151,133.116129
282,12,18,6.859139785,27.86893011,82.60048387,24.53108065,0.573333333,1.126774194,143.7446237
283,12,19,1.083333333,27.36377957,84.83467742,24.52477419,0.661989247,1.227043011,153.944086
284,12,20,1.022580645,27.03672581,86.52252688,24.56157527,0.621989247,1.176505376,157.3139785
285,12,21,1.026344086,26.81213441,87.71462366,24.57988172,0.567849462,1.092526882,154.4053763
286,12,22,1.021505376,26.62946774,88.80091398,24.61796774,0.518924731,1.013064516,154.9806452
287,12,23,1.017741935,26.44837097,89.64016129,24.60213441,0.474731183,0.906182796,152.683871
